,사업장명,인허가일자,인허가취소일자,폐업일자,상세영업상태코드,상세영업상태명,도로명주소,지번주소
169,건국AMC The Classic 500,2009-05-12,,,13,영업중,서울특별시 광진구 능동로 90 4층 (자양동 더클래식500),서울특별시 광진구 자양동 227-342 4층
170,전자서울 R&D 피트니스센터,2021-11-12,,,13,영업중,서울특별시 서초구 성촌길 56 (주)삼성전자 서울R&D캠퍼스 (우면동),서울특별시 서초구 우면동 678 (주)삼성전자 서울R&D캠퍼스
171,머슬마인드 구로디지털 본점,2009-05-01,,,13,영업중,서울특별시 구로구 디지털로32가길 13 2층3층 (구로동),서울특별시 구로구 구로동 1127-30 2층3층
172,스마일 보이짐,2022-04-26,,,13,영업중,서울특별시 성북구 안암로9가길 10 (안암동4가),서울특별시 성북구 안암동4가 41-19
173,고위드 피트니스,2019-06-13,,,13,영업중,서울특별시 동작구 보라매로5길 35 2층 (신대방동 파크스퀘어보라매현대APT),서울특별시 동작구 신대방동 395-65 파크스퀘어보라매현대APT
174,뉴그린(P.T스튜디오)?,2015-09-24,,2022-05-03,3,폐업,서울특별시 영등포구 국제금융로 108 지하1층 (여의도동 은하빌딩),서울특별시 영등포구 여의도동 53-3 은하빌딩 지하1층
175,에코사이클링 영등포센터,2014-04-11,,2022-05-03,3,폐업,서울특별시 영등포구 영중로 79 (영등포동7가),서울특별시 영등포구 영등포동7가 47-3
176,인도어사이클링,2011-03-15,,2022-05-03,3,폐업,서울특별시 영등포구 영중로 119 (영등포동8가KT영등포지사 1층),서울특별시 영등포구 영등포동8가 35-1 KT영등포지사 1층
177,네오맥스헬스,2008-04-30,,2022-05-03,3,폐업,서울특별시 영등포구 가마산로48길 16 (대림동신풍프라자 4층),서울특별시 영등포구 대림동 673 신풍프라자 4층
178,파워죤스포츠,2004-02-06,,2022-05-03,3,폐업,서울특별시 영등포구 영중로 79 (영등포동7가),서울특별시 영등포구 영등포동7가 47-3 안남빌딩 지하1층
179,(주)바디스타 여의도지점,2002-09-26,,2022-05-03,3,폐업,서울특별시 영등포구 63로 36 3~5층 (여의도동 리버타워),서울특별시 영등포구 여의도동 61-5
180,식스에이엠,2022-04-27,,,13,영업중,서울특별시 용산구 한남대로42나길 2 B1호 (한남동),서울특별시 용산구 한남동 794-7 B1호
181,로그짐 양재역점,2022-04-27,,,13,영업중,서울특별시 강남구 남부순환로351길 14 지하 1층 (도곡동),서울특별시 강남구 도곡동 954
182,MILO GYM,2021-05-12,,,13,영업중,서울특별시 송파구 삼학사로14길 15 2층 (석촌동),서울특별시 송파구 석촌동 12-14
183,더블에스 휘트니스,2020-05-19,,,13,영업중,서울특별시 중구 삼일대로 299 성창빌딩 지하층 BC호 (충무로2가),서울특별시 중구 충무로2가 60-3 성창빌딩
184,제이와이 스파피트니스피티 공릉점,2022-04-28,,,13,영업중,서울특별시 노원구 공릉로46길 23 1층 (공릉동),서울특별시 노원구 공릉동 743
185,짐박스피트니스 신림역점,2022-04-28,,,13,영업중,서울특별시 관악구 신림로59길 14 민속순대타운 5층 (신림동),서울특별시 관악구 신림동 1640-31 민속순대타운
186,제임스짐,2017-01-23,,,13,영업중,서울특별시 관악구 관악로40길 47 2층 (봉천동 현대상가),서울특별시 관악구 봉천동 1000 2층
187,비나이더신촌점,2014-09-17,,,13,영업중,서울특별시 마포구 신촌로 128 지하1층 (노고산동),서울특별시 마포구 노고산동 40-1
188,(주)엠알티핏,2022-04-29,,,13,영업중,서울특별시 서초구 서래로6길 4 가나빌딩 지하1층 (반포동),서울특별시 서초구 반포동 90-1 가나빌딩
189,헬스GO 피트니스,2022-04-29,,,13,영업중,서울특별시 은평구 진흥로 103 기린빌딩 6층 (역촌동),서울특별시 은평구 역촌동 17-1 기린빌딩
190,져스트 짐,2021-07-29,,,13,영업중,서울특별시 도봉구 방학로 173 (방학동),서울특별시 도봉구 방학동 669-3
191,피티다움,2022-06-10,,,13,영업중,서울특별시 영등포구 선유서로 117 3층 302호 (양평동3가),서울특별시 영등포구 양평동3가 23-4
192,명보헬스,1990-08-09,,2006-03-02,3,폐업,,서울특별시 중구 인현동1가 103-1번지 
193,썬샤인 헬스크럽,1993-08-24,,1999-11-08,3,폐업,,서울특별시 중구 충무로2가 11-1번지 
194,약수헬스클럽,1993-12-02,,2004-05-04,3,폐업,,서울특별시 중구 신당동 340-73번지 
195,테크노헬스,1997-12-05,,2019-09-09,3,폐업,,서울특별시 중구 남대문로5가 171번지 
196,국제프레야스포츠,1999-09-08,,,13,영업중,,서울특별시 중구 회현동1가 202-0번지 제일빌딩5층 622호 
197,라이온스헬스클럽,1999-09-08,,,13,영업중,,서울특별시 중구 충무로2가 50-6번지 
198,Secret 휘트니스클럽,2011-02-01,,,3,폐업,,서울특별시 중구 남창동 1-1번지 새로나쇼핑몰 지하1층 
199,한일휘트니스,1999-12-31,,2018-10-01,3,폐업,서울특별시 종로구 청계천로 229 6층 (종로5가),서울특별시 종로구 종로5가 314-7번지 청오가방도매상가 
200,(재)중앙체육원,1994-12-31,,2016-02-03,3,폐업,,서울특별시 중구 신당동 250-32번지 
201,중앙헬스,1996-01-31,,1996-11-04,3,폐업,,서울특별시 중구 황학동 2357번지 
202,방산헬스클럽,2001-05-22,,2012-07-17,3,폐업,,서울특별시 중구 주교동 43-10번지 
203,미체골프&휘트니스클럽,2006-10-13,,2011-03-29,3,폐업,,서울특별시 중구 을지로2가 185-10번지 동양생명사옥빌딩 지하1층 
204,STX 피트니스클럽,2007-07-04,,2017-09-05,3,폐업,,서울특별시 중구 남대문로5가 631번지 
205,비더블유 실내골프,2001-12-20,,2018-09-30,3,폐업,,서울특별시 중구 태평로1가 84번지 
206,비더블유 휘트니스센터,2001-12-20,,2018-09-30,3,폐업,,서울특별시 중구 태평로1가 84번지 
207,(주)광화문투엑스휘트니스,2003-12-10,,2021-03-31,3,폐업,서울특별시 종로구 새문안로3길 15 지하1층 (당주동 동원빌딩),서울특별시 종로구 당주동 128-27 동원빌딩 지하1층 
208,엠.티.엠 휘트니스클럽,1999-10-20,,,13,영업중,,서울특별시 중구 명동2가 31-1번지 
209,중앙신협휘트니스클럽,2000-03-13,,,13,영업중,,서울특별시 중구 서소문동 58-9번지 
210,고려헬스,1994-08-16,,2005-06-18,3,폐업,,서울특별시 성동구 마장동 474-3번지 
211,동대문스포렉스,2002-05-03,,2005-10-26,3,폐업,,서울특별시 중구 을지로6가 17-2번지 프레야타운 12층 
212,청우헬스,1994-06-16,,2018-10-01,3,폐업,서울특별시 종로구 대학로2길 3 (효제동),서울특별시 종로구 효제동 247-3번지 
213,종로헬스,1995-02-24,,2018-10-01,3,폐업,서울특별시 종로구 종로 214 (종로5가),서울특별시 종로구 종로5가 138-2번지 
214,중앙헬스,1989-12-09,,2020-03-11,3,폐업,,서울특별시 중구 중림동 116번지 
215,세종체력단련장,1989-12-18,,1998-09-18,3,폐업,,서울특별시 중구 충무로2가 61-3번지 
216,로얄,1995-03-07,,2004-01-26,3,폐업,서울특별시 종로구 청계천로 247 (종로5가8층),서울특별시 종로구 종로5가 490-0번지 8층 
217,우리들헬스,1996-03-11,,2000-06-14,3,폐업,서울특별시 종로구 동숭길 130-5  (동숭동),서울특별시 종로구 동숭동 1-8번지 
218,문화,1989-12-20,,1999-09-29,3,폐업,,서울특별시 중구 황학동 2487번지 
219,명동88헬스크럽,1989-12-27,,1997-11-03,3,폐업,,서울특별시 중구 명동1가 54-7번지 
220,월드남여헬스크럽,1996-09-25,,2003-10-31,3,폐업,서울특별시 종로구 종로 119  (종로3가5층),서울특별시 종로구 종로3가 13-4번지 5층 
221,명륜헬스,2000-08-11,,2000-08-11,3,폐업,서울특별시 종로구 대명길 22  (명륜2가),서울특별시 종로구 명륜2가 34-0번지 
222,피사프코리아,2001-01-31,,2006-08-11,3,폐업,서울특별시 종로구 새문안로 91  (신문로1가),서울특별시 종로구 신문로1가 20-0번지 
223,귀빈휘트니스클럽,2001-05-28,,2004-06-01,3,폐업,서울특별시 종로구 평창24길 12  (평창동),서울특별시 종로구 평창동 76번지 
224,바디스타3,2007-11-28,,2021-05-25,3,폐업,서울특별시 종로구 창경궁로 234 (명륜4가),서울특별시 종로구 명륜4가 188-4 동화빌딩 4층 
225,나비스포렉스(주),2008-03-20,,2016-03-16,3,폐업,서울특별시 종로구 통일로 246-10 (무악동),서울특별시 종로구 무악동 82번지 무악현대프라자 4층 
226,아메리카 골프헬스,2009-08-10,,2011-01-21,3,폐업,서울특별시 종로구 우정국로2길 21  (관철동지상10층),서울특별시 종로구 관철동 45-1번지 지상10층 
227,종로헬스,1989-12-30,,1998-09-07,3,폐업,서울특별시 종로구 종로66가길 6  (숭인동),서울특별시 종로구 숭인동 201-5번지 
228,우진헬스,1989-12-30,,2018-10-01,3,폐업,서울특별시 종로구 종로41길 48 (종로6가),서울특별시 종로구 종로6가 210-11번지 
229,청송헬스,1992-06-09,,2014-02-10,3,폐업,서울특별시 종로구 종로44길 82 (창신동),서울특별시 종로구 창신동 407-4번지 
230,(주)젠스타서비스 스포존,2002-06-28,,2015-10-13,3,폐업,서울특별시 종로구 율곡로2길 19 (수송동삼성생명빌딩 지하1층),서울특별시 종로구 수송동 83-1번지 삼성생명빌딩 지하1층 
231,국일관게임파크,2002-07-29,,2006-09-13,3,폐업,서울특별시 종로구 수표로 96  (관수동),서울특별시 종로구 관수동 20-0번지 
232,대동체육관,2002-08-23,,2004-04-22,3,폐업,서울특별시 종로구 율곡로22나길 24  (충신동),서울특별시 종로구 충신동 189-20번지 
233,종로헬스크럽,2002-08-28,,2012-02-03,3,폐업,서울특별시 종로구 종로 384  (숭인동),서울특별시 종로구 숭인동 200-25번지 
234,오륜 스포츠센터,2002-11-29,,2004-03-26,3,폐업,서울특별시 종로구 율곡로 194  (연지동은석빌딩 서관 지하2층),서울특별시 종로구 연지동 1-7번지 은석빌딩 서관 지하2층 
235,종로헬스,2002-12-26,,2004-09-06,3,폐업,서울특별시 종로구 삼일대로17길 40  (관철동),서울특별시 종로구 관철동 19-7번지 
236,그랜드 스포츠,2003-05-27,,2006-07-10,3,폐업,서울특별시 종로구 청계천로 11  (서린동갑을빌딩 B1),서울특별시 종로구 서린동 149번지 갑을빌딩 B1 
237,귀빈스포츠,2005-06-28,,2009-04-20,3,폐업,서울특별시 종로구 평창24길 12 (평창동),서울특별시 종로구 평창동 76번지 
238,서울스포피아,2005-07-14,,2008-04-01,3,폐업,서울특별시 종로구 율곡로 194 (연지동),서울특별시 종로구 연지동 1-7번지 로담코센터 서관 (지하2층) 
239,용림헬스,1992-07-16,,2020-02-20,3,폐업,서울특별시 종로구 종로 252-6 (종로5가),서울특별시 종로구 종로5가 265-12번지 
240,월드헬스클럽,1999-11-10,,2003-02-11,3,폐업,서울특별시 종로구 통일로 144  (교남동),서울특별시 종로구 교남동 6-0번지 
241,로타리헬스,1990-11-24,,2018-10-01,3,폐업,서울특별시 종로구 동호로 406-2 (종로5가),서울특별시 종로구 종로5가 182-6번지 
242,골든,1989-12-29,,1995-04-01,3,폐업,,서울특별시 중구 주교동 7번지 
243,스포애니 광화문역점,2019-01-14,,,13,영업중,서울특별시 종로구 새문안로 82 에스타워 지하1층 (신문로1가),서울특별시 종로구 신문로1가 116번지 에스타워 
244,한상현GYM,2019-07-16,,,13,영업중,서울특별시 종로구 사직로8길 20 B1층 109호 (내수동 경희궁 파크팰리스),서울특별시 종로구 내수동 95번지 경희궁 파크팰리스 
245,YFL,2022-03-14,,,13,영업중,서울특별시 종로구 새문안로5길 5 6층 (당주동),서울특별시 종로구 당주동 171 
246,711GYM,2015-04-08,,,13,영업중,서울특별시 종로구 자하문로 18-1 지하1층 (통의동),서울특별시 종로구 통의동 66번지 
247,스포짐,2015-04-15,,,13,영업중,서울특별시 종로구 청계천로 35 지하2층 (서린동 관정빌딩),서울특별시 종로구 서린동 88번지 관정빌딩 지하2층 
248,바디밸런스,2016-02-17,,,13,영업중,서울특별시 종로구 사직로8길 20 107호 (내수동 파크팰리스),서울특별시 종로구 내수동 95번지 107호
249,휴먼웰니스 피티 짐,2014-11-06,,2022-07-06,15,전출,서울특별시 종로구 종로 83 (종로2가),서울특별시 종로구 종로2가 19
250,센트로폴리스 피트니스,2019-10-22,,,13,영업중,서울특별시 종로구 우정국로 26 센트로폴리스 빌딩 3층 (공평동),서울특별시 종로구 공평동 5-1
251,머슬메카,2022-05-11,,,13,영업중,서울특별시 은평구 진흥로 87 3층 (역촌동),서울특별시 은평구 역촌동 27-7
252,워너짐 NO.1,2015-12-22,,,13,영업중,서울특별시 종로구 평창문화로 98 3층 (평창동 행운빌딩),서울특별시 종로구 평창동 150-5
253,스페이스본 휘트니스센터,2011-01-31,,,13,영업중,서울특별시 종로구 사직로8길 4 301동 지하2층 (사직동 광화문풍림스페이스본),서울특별시 종로구 사직동 9 광화문풍림스페이스본
254,토브짐,2012-07-17,,,2,휴업,서울특별시 종로구 우정국로2길 21 대왕빌딩 9층 (관철동),서울특별시 종로구 관철동 45-1번지 대왕빌딩 
255,종로테니스교실,2018-12-27,,2021-08-04,3,폐업,서울특별시 종로구 사직로 97 7층 (필운동),서울특별시 종로구 필운동 227 
256,우노헬스,1994-02-07,,1996-01-09,3,폐업,,서울특별시 중구 신당동 407번지 
257,스포존 휘트니스,2006-07-31,,2011-11-23,3,폐업,,서울특별시 중구 중림동 355번지 브라운스톤서울 302호 
258,리썸,2019-07-17,,2020-10-26,3,폐업,서울특별시 종로구 삼일대로17길 51 스타골드빌딩 B1층 (관철동),서울특별시 종로구 관철동 180 스타골드빌딩 
259,CA스포츠,2019-08-26,,2020-01-09,3,폐업,서울특별시 종로구 자하문로 21 영해빌딩 5층 502호 (체부동),서울특별시 종로구 체부동 32-2번지 영해빌딩 
260,아지트,2019-11-06,,2020-09-24,3,폐업,서울특별시 종로구 삼일대로17길 8 대신빌딩  (관철동),서울특별시 종로구 관철동 7-5 
261,바디스타 짐,2010-10-08,,2020-07-10,3,폐업,서울특별시 종로구 수표로 96 10층 (관수동 국일관 드림팰리스),서울특별시 종로구 관수동 21-7 국일관드림팰리스 지상10층 
262,로얄휘트니스 스튜디오 서울,2014-05-09,,2018-10-01,3,폐업,서울특별시 종로구 평창문화로 75 (평창동),서울특별시 종로구 평창동 158-1번지 
263,서촌 휘트니스,2015-02-25,,2016-08-30,3,폐업,서울특별시 종로구 자하문로 85 (신교동),서울특별시 종로구 신교동 58-1번지 
